id,type,source,target,weight
,,M302,E1362,30
,,M262,E1363,480
,,M176,E1364,120
,,M317,E1365,240
,,M101,E1366,80
,,M182,E1367,100
,,M284,E1368,100
,,M249,E1369,160
,,M141,E1370,230
,,M338,E1371,180
,,M71,E1372,110
,,M188,E1373,380
,,M144,E1374,320
,,M290,M310,100
,,M167,M342,410
,,M83,M87,290
,,M169,M23,220
,,M214,M228,450
,,M210,M309,490
,,M294,M50,320
,,M166,M39,350
,,M46,M48,440
,,M128,M82,440
,,M261,M84,310
,,M0,M270,340
,,M177,M209,470
,,M168,M316,320
,,M175,M340,460
,,M100,M82,30
,,M220,M250,290
,,M239,M286,20
,,M182,M216,320
,,M115,M244,160
,,M116,M32,490
,,M254,M48,480
,,M219,M285,90
,,M101,M51,300
,,M261,M73,80
,,M261,M315,160
,,M35,M95,180
,,M207,M252,130
