id,type,source,target,weight
,,M303,E1362,280
,,M338,E1363,190
,,M242,E1364,90
,,M108,E1365,100
,,M19,E1366,130
,,M344,E1367,470
,,M191,E1368,240
,,M353,E1369,120
,,M276,E1370,480
,,M16,E1371,30
,,M188,E1372,370
,,M45,E1373,190
,,M136,E1374,370
,,M297,E1375,130
,,M34,E1376,340
,,M18,E1377,100
,,M16,E1378,100
,,M308,E1379,190
,,M191,E1380,70
,,M364,E1381,210
,,M329,E1382,130
,,M165,E1383,290
,,M128,E1384,370
,,M301,E1385,40
,,M293,E1386,260
,,M362,E1387,260
,,M340,E1388,20
,,M277,E1389,20
,,M37,E1390,500
,,M369,E1391,100
,,M173,E1392,140
,,M51,E1393,320
,,M336,E1394,350
,,M62,E1395,140
,,M102,E1396,330
,,M148,E1397,100
,,M186,E1398,470
,,M295,E1399,60
,,M359,E1400,370
,,M152,E1401,380
,,M106,E1402,200
,,M55,E1403,400
,,M83,E1404,60
,,M212,E1405,160
,,M360,E1406,120
,,M52,E1407,100
,,M179,E1408,490
,,M312,E1409,280
,,M333,E1410,410
,,M195,E1411,290
,,M138,E1412,440
,,M26,E1413,400
,,M229,E1414,180
,,M24,E1415,30
,,M48,E1416,340
,,M349,E1417,470
,,M25,E1418,80
,,M52,E1419,360
,,M206,E1420,200
,,M45,E1421,280
,,M314,E1422,420
,,M251,E1423,430
,,M55,E1424,70
,,M168,E1425,340
,,M205,E1426,500
,,M340,E1427,200
,,M32,E1428,60
,,M148,E1429,60
,,M336,E1430,80
,,M80,E1431,100
,,M308,E1432,30
,,M185,E1433,450
,,M71,E1434,90
,,M24,E1435,410
,,M90,E1436,260
,,M242,E1437,110
,,M15,E1438,80
,,M203,E1439,230
,,M175,E1440,380
,,M46,E1441,120
,,M247,E1442,90
,,M198,E1443,170
,,M63,E1444,150
,,M304,E1445,30
,,M260,E1446,460
,,M229,E1447,300
,,M371,E1448,60
,,M374,E1449,40
,,M206,E1450,220
,,M237,E1451,320
,,M155,E1452,190
,,M13,E1453,440
,,M112,E1454,360
,,M232,E1455,440
,,M188,E1456,60
,,M31,E1457,380
,,M338,E1458,330
,,M340,E1459,110
,,M201,E1460,140
,,M199,E1461,110
,,M167,E1462,150
,,M19,E1463,80
,,M207,E1464,60
,,M331,E1465,340
,,M294,E1466,170
,,M69,E1467,340
,,M27,E1468,50
,,M347,E1469,220
,,M197,E1470,420
,,M127,E1471,260
,,M278,E1472,440
,,M258,E1473,310
,,M352,E1474,380
,,M110,E1475,400
,,M305,E1476,50
,,M242,E1477,270
,,M72,E1478,290
,,M94,E1479,90
,,M3,E1480,120
,,M346,E1481,20
,,M128,E1482,60
,,M353,E1483,200
,,M110,E1484,160
,,M368,E1485,480
,,M47,E1486,350
,,M320,E1487,200
,,M193,E1488,210
,,M282,E1489,150
,,M106,E1490,320
,,M139,E1491,80
,,M120,E1492,230
,,M15,E1493,240
,,M0,E1494,50
,,M360,E1495,310
,,M244,E1496,10
,,M205,E1497,250
,,M300,E1498,40
,,M104,E1499,50
,,M180,M370,440
,,M132,M97,80
,,M354,M45,210
,,M157,M170,300
,,M10,M354,450
,,M212,M323,490
,,M100,M326,280
,,M181,M30,110
,,M230,M249,50
,,M163,M331,370
,,M115,M185,280
,,M103,M204,450
,,M194,M329,230
,,M151,M235,100
,,M279,M328,470
,,M164,M296,380
,,M44,M93,340
,,M205,M243,420
,,M116,M16,120
,,M148,M33,500
,,M347,M85,270
,,M150,M283,30
,,M305,M81,360
,,M289,M58,420
,,M14,M248,140
,,M187,M325,240
,,M196,M42,90
,,M311,M33,30
,,M116,M279,110
,,M300,M84,430
,,M42,M85,400
