id,type,source,target,weight
,,M289,E1362,340
,,M224,E1363,180
,,M20,E1364,140
,,M247,E1365,250
,,M419,E1366,30
,,M128,E1367,70
,,M365,E1368,10
,,M445,E1369,240
,,M150,E1370,210
,,M478,E1371,460
,,M271,E1372,440
,,M284,E1373,160
,,M246,E1374,100
,,M410,E1375,360
,,M172,E1376,130
,,M23,E1377,190
,,M107,E1378,120
,,M9,E1379,130
,,M235,E1380,500
,,M123,E1381,50
,,M57,E1382,30
,,M152,E1383,30
,,M129,E1384,260
,,M439,E1385,280
,,M40,E1386,460
,,M53,E1387,320
,,M288,E1388,70
,,M390,E1389,70
,,M16,E1390,60
,,M128,E1391,390
,,M91,E1392,30
,,M485,E1393,280
,,M257,E1394,240
,,M111,E1395,460
,,M460,E1396,120
,,M217,E1397,430
,,M193,E1398,400
,,M438,E1399,320
,,M218,E1400,410
,,M40,E1401,360
,,M314,E1402,170
,,M21,E1403,350
,,M442,E1404,310
,,M498,E1405,480
,,M3,E1406,360
,,M6,E1407,10
,,M209,E1408,40
,,M262,E1409,310
,,M153,E1410,500
,,M4,E1411,90
,,M405,E1412,270
,,M218,E1413,190
,,M2,E1414,90
,,M28,E1415,180
,,M32,E1416,340
,,M323,E1417,480
,,M42,E1418,310
,,M444,E1419,440
,,M422,E1420,490
,,M452,E1421,180
,,M444,E1422,40
,,M99,E1423,330
,,M43,E1424,210
,,M133,E1425,70
,,M171,E1426,140
,,M186,E1427,290
,,M94,E1428,130
,,M382,E1429,100
,,M15,E1430,180
,,M324,E1431,310
,,M368,E1432,260
,,M241,E1433,260
,,M472,E1434,220
,,M489,E1435,390
,,M48,E1436,20
,,M440,E1437,320
,,M77,E1438,130
,,M487,E1439,10
,,M174,E1440,450
,,M451,E1441,350
,,M337,E1442,70
,,M121,E1443,420
,,M281,E1444,390
,,M351,E1445,390
,,M490,E1446,180
,,M203,E1447,500
,,M339,E1448,140
,,M61,E1449,460
,,M326,E1450,370
,,M453,E1451,460
,,M72,E1452,420
,,M189,E1453,270
,,M329,E1454,450
,,M433,E1455,180
,,M169,E1456,40
,,M240,E1457,230
,,M189,E1458,230
,,M438,E1459,280
,,M426,E1460,240
,,M96,E1461,130
,,M231,E1462,380
,,M476,E1463,250
,,M81,E1464,90
,,M227,E1465,400
,,M429,E1466,60
,,M417,E1467,270
,,M387,E1468,300
,,M413,E1469,300
,,M54,E1470,50
,,M436,E1471,450
,,M184,E1472,310
,,M31,E1473,130
,,M30,E1474,60
,,M377,E1475,400
,,M57,E1476,430
,,M493,E1477,20
,,M145,E1478,350
,,M282,E1479,190
,,M288,E1480,350
,,M211,E1481,90
,,M166,E1482,160
,,M169,E1483,450
,,M19,E1484,240
,,M406,E1485,280
,,M451,E1486,360
,,M128,E1487,350
,,M315,E1488,360
,,M463,E1489,160
,,M392,E1490,190
,,M168,E1491,170
,,M162,E1492,130
,,M384,E1493,260
,,M413,E1494,490
,,M42,E1495,210
,,M334,E1496,490
,,M183,E1497,100
,,M403,E1498,380
,,M279,E1499,210
,,M23,E1500,80
,,M336,E1501,470
,,M288,E1502,160
,,M88,E1503,190
,,M168,E1504,470
,,M440,E1505,220
,,M129,E1506,280
,,M381,E1507,410
,,M15,E1508,130
,,M421,E1509,140
,,M289,E1510,460
,,M199,E1511,340
,,M274,E1512,500
,,M330,E1513,240
,,M86,E1514,100
,,M243,E1515,100
,,M360,E1516,30
,,M46,E1517,40
,,M353,E1518,90
,,M180,E1519,430
,,M35,E1520,70
,,M83,E1521,430
,,M465,E1522,410
,,M471,E1523,450
,,M343,E1524,340
,,M309,E1525,170
,,M472,E1526,140
,,M95,E1527,20
,,M366,E1528,160
,,M131,E1529,470
,,M175,E1530,40
,,M160,E1531,220
,,M48,E1532,290
,,M257,E1533,420
,,M215,E1534,440
,,M493,E1535,200
,,M353,E1536,440
,,M319,E1537,150
,,M241,E1538,220
,,M310,E1539,500
,,M458,E1540,30
,,M412,E1541,60
,,M207,E1542,170
,,M222,E1543,90
,,M439,E1544,380
,,M237,E1545,110
,,M320,E1546,330
,,M487,E1547,250
,,M209,E1548,500
,,M481,E1549,320
,,M182,E1550,300
,,M88,E1551,140
,,M434,E1552,90
,,M133,E1553,220
,,M184,E1554,400
,,M285,E1555,500
,,M106,E1556,430
,,M41,E1557,190
,,M299,E1558,10
,,M59,E1559,140
,,M270,E1560,410
,,M184,E1561,210
,,M223,E1562,490
,,M97,E1563,480
,,M471,E1564,50
,,M463,E1565,240
,,M339,E1566,10
,,M477,E1567,110
,,M447,E1568,110
,,M313,E1569,380
,,M497,E1570,110
,,M457,E1571,40
,,M72,E1572,150
,,M309,E1573,140
,,M482,E1574,250
,,M369,E1575,320
,,M184,E1576,150
,,M397,E1577,160
,,M164,E1578,150
,,M395,E1579,440
,,M280,E1580,440
,,M351,E1581,190
,,M359,E1582,70
,,M98,E1583,110
,,M84,E1584,400
,,M135,E1585,240
,,M238,E1586,280
,,M295,E1587,500
,,M169,E1588,370
,,M448,E1589,260
,,M365,E1590,370
,,M377,E1591,200
,,M243,E1592,390
,,M93,E1593,420
,,M400,E1594,430
,,M66,E1595,20
,,M343,E1596,190
,,M68,E1597,490
,,M61,E1598,440
,,M385,E1599,120
,,M146,E1600,500
,,M108,E1601,490
,,M11,E1602,200
,,M261,E1603,380
,,M233,E1604,50
,,M217,E1605,20
,,M137,E1606,440
,,M475,E1607,490
,,M180,E1608,90
,,M192,E1609,50
,,M94,E1610,80
,,M226,E1611,70
,,M338,E1612,440
,,M120,E1613,170
,,M470,E1614,30
,,M305,E1615,90
,,M353,E1616,410
,,M382,E1617,240
,,M197,E1618,430
,,M58,E1619,340
,,M255,E1620,280
,,M98,E1621,160
,,M44,E1622,320
,,M424,E1623,390
,,M364,E1624,130
,,M240,E1625,240
,,M266,E1626,490
,,M232,E1627,80
,,M323,E1628,350
,,M176,E1629,220
,,M219,E1630,100
,,M96,E1631,380
,,M244,E1632,460
,,M431,E1633,470
,,M128,E1634,280
,,M417,E1635,30
,,M241,E1636,170
,,M406,E1637,130
,,M122,E1638,230
,,M361,E1639,30
,,M377,E1640,70
,,M215,E1641,430
,,M172,E1642,30
,,M328,E1643,50
,,M393,E1644,230
,,M478,E1645,20
,,M440,E1646,70
,,M150,E1647,220
,,M440,E1648,170
,,M470,E1649,90
,,M470,E1650,190
,,M66,E1651,190
,,M90,E1652,280
,,M196,E1653,180
,,M6,E1654,30
,,M177,E1655,20
,,M401,E1656,380
,,M141,E1657,210
,,M252,E1658,360
,,M166,E1659,460
,,M409,E1660,100
,,M314,E1661,250
,,M79,E1662,390
,,M428,E1663,220
,,M231,E1664,30
,,M181,E1665,140
,,M133,E1666,490
,,M386,E1667,460
,,M63,E1668,400
,,M374,E1669,10
,,M160,E1670,220
,,M432,E1671,50
,,M302,E1672,470
,,M249,E1673,140
,,M17,E1674,60
,,M436,E1675,310
,,M86,E1676,200
,,M188,E1677,470
,,M421,E1678,200
,,M250,E1679,40
,,M371,E1680,20
,,M258,E1681,450
,,M25,E1682,140
,,M459,E1683,10
,,M248,E1684,60
,,M360,E1685,320
,,M123,E1686,200
,,M183,E1687,260
,,M250,E1688,260
,,M412,E1689,460
,,M178,E1690,360
,,M290,E1691,390
,,M482,E1692,420
,,M55,E1693,280
,,M220,E1694,120
,,M283,E1695,120
,,M18,E1696,140
,,M205,E1697,80
,,M26,E1698,320
,,M122,E1699,240
,,M217,E1700,390
,,M404,E1701,220
,,M36,E1702,30
,,M235,E1703,180
,,M171,E1704,120
,,M464,E1705,410
,,M339,E1706,90
,,M174,E1707,160
,,M289,E1708,390
,,M300,E1709,120
,,M391,E1710,290
,,M463,E1711,200
,,M336,E1712,200
,,M382,E1713,50
,,M290,E1714,370
,,M210,E1715,230
,,M293,E1716,120
,,M446,E1717,70
,,M423,E1718,450
,,M29,E1719,60
,,M417,E1720,40
,,M295,E1721,280
,,M223,E1722,260
,,M55,E1723,390
,,M376,E1724,410
,,M315,E1725,100
,,M414,E1726,370
,,M31,E1727,110
,,M321,E1728,390
,,M403,E1729,440
,,M336,E1730,400
,,M432,E1731,400
,,M241,E1732,430
,,M341,E1733,280
,,M40,E1734,90
,,M46,E1735,370
,,M29,E1736,100
,,M313,E1737,110
,,M92,E1738,360
,,M79,E1739,350
,,M156,E1740,20
,,M441,E1741,500
,,M201,E1742,210
,,M418,E1743,220
,,M253,E1744,10
,,M309,E1745,50
,,M462,E1746,170
,,M128,E1747,370
,,M243,E1748,370
,,M25,E1749,250
,,M6,E1750,290
,,M45,E1751,110
,,M89,E1752,130
,,M368,E1753,430
,,M86,E1754,480
,,M36,E1755,190
,,M443,E1756,50
,,M0,E1757,40
,,M157,E1758,10
,,M6,E1759,80
,,M111,E1760,80
,,M6,E1761,70
,,M477,E1762,20
,,M197,E1763,180
,,M410,E1764,140
,,M263,E1765,380
,,M75,E1766,150
,,M121,E1767,430
,,M261,E1768,320
,,M485,E1769,310
,,M207,E1770,270
,,M192,E1771,140
,,M301,E1772,470
,,M42,E1773,340
,,M56,E1774,410
,,M98,E1775,470
,,M459,E1776,20
,,M15,E1777,40
,,M126,E1778,50
,,M244,E1779,230
,,M195,E1780,460
,,M263,E1781,370
,,M223,E1782,470
,,M22,E1783,180
,,M202,E1784,100
,,M265,E1785,250
,,M87,E1786,500
,,M356,E1787,430
,,M173,E1788,190
,,M414,E1789,430
,,M203,E1790,270
,,M107,E1791,200
,,M495,E1792,80
,,M216,E1793,100
,,M437,E1794,10
,,M247,E1795,250
,,M337,E1796,210
,,M28,E1797,490
,,M442,E1798,170
,,M187,E1799,70
,,M92,E1800,380
,,M297,E1801,140
,,M472,E1802,60
,,M483,E1803,250
,,M84,E1804,290
,,M267,E1805,120
,,M164,E1806,370
,,M67,E1807,310
,,M85,E1808,250
,,M91,E1809,390
,,M124,E1810,90
,,M226,E1811,120
,,M48,E1812,10
,,M419,E1813,440
,,M33,E1814,140
,,M482,E1815,480
,,M21,E1816,10
,,M102,E1817,130
,,M468,E1818,20
,,M316,E1819,340
,,M199,E1820,360
,,M305,E1821,320
,,M351,E1822,80
,,M178,E1823,240
,,M245,E1824,30
,,M372,E1825,380
,,M283,E1826,200
,,M465,E1827,190
,,M338,E1828,280
,,M197,E1829,370
,,M477,E1830,40
,,M360,E1831,90
,,M335,E1832,500
,,M426,E1833,290
,,M348,E1834,110
,,M283,E1835,160
,,M385,E1836,330
,,M491,E1837,60
,,M291,E1838,320
,,M152,E1839,340
,,M101,E1840,450
,,M216,E1841,100
,,M462,E1842,280
,,M220,E1843,110
,,M392,E1844,220
,,M110,E1845,10
,,M363,E1846,500
,,M284,E1847,310
,,M272,E1848,270
,,M318,E1849,330
,,M51,E1850,260
,,M85,E1851,90
,,M147,E1852,110
,,M353,E1853,450
,,M237,E1854,250
,,M378,E1855,440
,,M14,E1856,380
,,M262,E1857,200
,,M189,E1858,260
,,M430,E1859,490
,,M497,E1860,270
,,M402,E1861,120
,,M129,E1862,440
,,M69,E1863,70
,,M168,E1864,100
,,M267,E1865,110
,,M339,E1866,230
,,M358,E1867,220
,,M291,E1868,290
,,M373,E1869,300
,,M215,E1870,300
,,M49,E1871,230
,,M146,E1872,400
,,M396,E1873,360
,,M390,E1874,130
,,M279,E1875,120
,,M386,E1876,460
,,M451,E1877,160
,,M313,E1878,320
,,M275,E1879,170
,,M378,E1880,410
,,M293,E1881,130
,,M275,E1882,170
,,M485,E1883,170
,,M154,E1884,340
,,M304,E1885,490
,,M342,E1886,90
,,M122,E1887,410
,,M464,E1888,290
,,M286,E1889,180
,,M243,E1890,260
,,M160,E1891,380
,,M1,E1892,340
,,M416,E1893,300
,,M343,E1894,310
,,M70,E1895,420
,,M204,E1896,420
,,M427,E1897,190
,,M249,E1898,370
,,M490,E1899,310
,,M291,E1900,370
,,M85,E1901,460
,,M404,E1902,340
,,M232,E1903,220
,,M477,E1904,70
,,M431,E1905,500
,,M43,E1906,270
,,M434,E1907,60
,,M128,E1908,260
,,M489,E1909,190
,,M104,E1910,260
,,M217,E1911,140
,,M453,E1912,80
,,M468,E1913,390
,,M316,E1914,380
,,M77,E1915,200
,,M336,E1916,310
,,M384,E1917,300
,,M445,E1918,370
,,M429,E1919,290
,,M319,E1920,310
,,M236,E1921,270
,,M128,E1922,170
,,M158,E1923,170
,,M3,E1924,50
,,M196,E1925,370
,,M295,E1926,30
,,M359,E1927,450
,,M49,E1928,440
,,M105,E1929,430
,,M18,E1930,260
,,M187,E1931,250
,,M448,E1932,370
,,M225,E1933,120
,,M427,E1934,110
,,M232,E1935,340
,,M231,E1936,120
,,M371,E1937,130
,,M47,E1938,230
,,M461,E1939,330
,,M391,E1940,70
,,M68,E1941,480
,,M259,E1942,50
,,M265,E1943,60
,,M409,E1944,100
,,M88,E1945,240
,,M34,E1946,300
,,M373,E1947,290
,,M267,E1948,240
,,M481,E1949,220
,,M409,E1950,270
,,M100,E1951,190
,,M48,E1952,470
,,M410,E1953,350
,,M1,E1954,300
,,M196,E1955,460
,,M465,E1956,400
,,M14,E1957,90
,,M392,E1958,320
,,M339,E1959,390
,,M269,E1960,280
,,M338,E1961,50
,,M345,E1962,260
,,M209,E1963,430
,,M406,E1964,410
,,M100,E1965,420
,,M258,E1966,120
,,M190,E1967,170
,,M262,E1968,330
,,M368,E1969,90
,,M237,E1970,430
,,M129,E1971,160
,,M4,E1972,360
,,M255,E1973,20
,,M444,E1974,70
,,M100,E1975,150
,,M355,E1976,280
,,M366,E1977,310
,,M396,E1978,200
,,M57,E1979,20
,,M369,E1980,420
,,M3,E1981,420
,,M83,E1982,170
,,M99,E1983,410
,,M211,E1984,180
,,M76,E1985,180
,,M498,E1986,250
,,M241,E1987,10
,,M167,E1988,500
,,M477,E1989,40
,,M447,E1990,360
,,M292,E1991,130
,,M351,E1992,170
,,M83,E1993,250
,,M119,E1994,360
,,M367,E1995,40
,,M305,E1996,380
,,M70,E1997,440
,,M455,E1998,260
,,M495,E1999,470
,,M247,M402,390
,,M223,M232,210
,,M1,M216,400
,,M154,M336,310
,,M313,M499,190
,,M257,M355,370
,,M469,M494,30
,,M14,M368,70
,,M445,M90,400
,,M363,M41,330
,,M161,M383,210
,,M131,M448,360
,,M107,M162,60
,,M331,M411,160
,,M214,M268,390
,,M108,M222,200
,,M349,M75,60
,,M151,M444,200
,,M334,M436,130
,,M165,M197,300
,,M286,M452,210
,,M224,M266,60
,,M126,M135,220
,,M315,M92,70
,,M198,M49,190
,,M361,M386,20
,,M148,M53,380
,,M138,M471,400
,,M318,M486,320
,,M206,M90,240
,,M110,M491,260
,,M279,M419,400
,,M117,M254,320
,,M126,M447,200
,,M244,M363,420
,,M462,M47,370
,,M144,M470,400
,,M305,M55,490
,,M319,M32,170
,,M182,M429,350
,,M158,M181,140
